"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"8130-7","CD45 (Lymphs) cells/cells in Blood","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","%","numeric",""
"8133-1","CD56 cells/cells in Blood","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","%","numeric",""
"45265-6","Immunodeficiency markers [Interpretation] in Specimen Narrative","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","","long_text",""
"49314-8","Immunodeficiency markers [Interpretation] in Specimen","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","","text",""
"8123-2","CD3+CD4+ (T4 helper) cells/cells in Blood","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","%","numeric",""
"8101-8","CD3+CD8+ (T8 suppressor) cells/cells in Blood","45268-0","Immunodeficiency panel - Blood by Flow cytometry (FC)","lab","%","numeric",""
"20594-8","CD2 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20599-7","CD3 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20611-0","CD5 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20612-8","CD7 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20587-2","CD10 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21154-0","CD11c cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20593-0","CD19 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20595-5","CD20 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20596-3","CD22 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"19078-5","CD23 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32495-4","CD25 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20601-1","CD33 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20603-7","CD38 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20610-2","CD45 (Lymphs) cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21166-4","CD56 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20618-5","Lambda lymphocytes/Lymphocytes in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20617-7","Kappa lymphocytes/Lymphocytes in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21171-4","FMC7 cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"45266-4","Chronic leukemia markers [Interpretation] in Specimen Narrative","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","","long_text",""
"49313-0","Chronic leukemia markers [Interpretation] in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","","text",""
"32516-7","CD3+CD4+ (T4 helper) cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32518-3","CD3+CD8+ (T8 suppressor) cells/cells in Specimen","45269-8","Chronic leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"26563-7","CD1a cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20594-8","CD2 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20599-7","CD3 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20611-0","CD5 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20612-8","CD7 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20587-2","CD10 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20588-0","CD13 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20589-8","CD14 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32758-5","CD11b cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21154-0","CD11c cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20590-6","CD15 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20593-0","CD19 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20595-5","CD20 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20601-1","CD33 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20602-9","CD34 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20603-7","CD38 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20608-6","CD41 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"33775-8","CD41a cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20610-2","CD45 (Lymphs) cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21166-4","CD56 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32747-8","CD64 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"21169-8","CD71 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"42933-2","CD79a cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32742-9","CD117 cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32750-2","CD235a cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32751-0","HLA-DR+ cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20617-7","Kappa lymphocytes/Lymphocytes in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20618-5","Lambda lymphocytes/Lymphocytes in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32759-3","Myeloperoxidase cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"38435-4","Terminal deoxyribonucleotidyl transferase cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"45267-2","Acute leukemia markers [Interpretation] in Specimen Narrative","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","","long_text",""
"49312-2","Acute leukemia markers [Interpretation] in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","","text",""
"32516-7","CD3+CD4+ (T4 helper) cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"32518-3","CD3+CD8+ (T8 suppressor) cells/cells in Specimen","45270-6","Acute leukemia panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"2465-3","IgG [Mass/volume] in Serum or Plasma","47289-4","IgG and IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2466-1","IgG subclass 1 [Mass/volume] in Serum","47289-4","IgG and IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2467-9","IgG subclass 2 [Mass/volume] in Serum","47289-4","IgG and IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2468-7","IgG subclass 3 [Mass/volume] in Serum","47289-4","IgG and IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2469-5","IgG subclass 4 [Mass/volume] in Serum","47289-4","IgG and IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2466-1","IgG subclass 1 [Mass/volume] in Serum","47290-2","IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2467-9","IgG subclass 2 [Mass/volume] in Serum","47290-2","IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2468-7","IgG subclass 3 [Mass/volume] in Serum","47290-2","IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"2469-5","IgG subclass 4 [Mass/volume] in Serum","47290-2","IgG subclass panel [Mass/volume] - Serum","lab","mg/dL","numeric",""
"6901-3","Insulin Free [Units/volume] in Serum or Plasma","48615-9","Insulin.free and Insulin.total panel [Units/volume] - Serum or Plasma","lab","u[IU]/mL","numeric",""
"20448-7","Insulin [Units/volume] in Serum or Plasma","48615-9","Insulin.free and Insulin.total panel [Units/volume] - Serum or Plasma","lab","u[IU]/mL","numeric",""
"30525-0","Age","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","a","numeric",""
"21112-8","Birth date","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{mm/dd/yyyy}","numeric",""
"29463-7","Body weight","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","[lb_av];kg","numeric",""
"32624-9","Race","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","text",""
"18185-9","Gestational age","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","wk","numeric",""
"21299-3","Gestational age method","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","text",""
"11878-6","Number of fetuses by US","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"8665-2","Last menstrual period start date","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{date}","numeric",""
"34970-4","Ultrasound date","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","numeric",""
"33248-6","Diabetes status [Identifier]","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","text",""
"44877-9","Insulin dependent diabetes mellitus [Presence]","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","ordinal",""
"49053-2","History of Neural tube defect Narrative","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","long_text",""
"43993-5","Age at delivery","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","a","numeric",""
"11778-8","Delivery date Estimated","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","numeric",""
"11977-6","[#] Parity","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"11996-6","[#] Pregnancies","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"21484-1","Mother's race","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","text",""
"68328-4","Previous fetus defect","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","ordinal",""
"68327-6","Egg donor age","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","a","numeric",""
"19080-1","Choriogonadotropin [Units/volume] in Serum or Plasma","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","m[IU]/mL","numeric",""
"20465-1","Choriogonadotropin [Multiple of the median] in Serum or Plasma","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{M.o.M}","numeric",""
"48407-1","Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","ng/mL","numeric",""
"32123-2","Pregnancy associated plasma protein A [Multiple of the median] in Serum or Plasma","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{M.o.M}","numeric",""
"43995-0","Trisomy 21 risk [Likelihood] in Fetus","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{risk}","numeric",""
"43994-3","Trisomy 18 risk [Likelihood] in Fetus","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{risk}","numeric",""
"47223-3","Fetal Trisomy 18 risk [Likelihood] Based on maternal age","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{risk}","numeric",""
"49582-0","Trisomy 18 risk cutoff in Fetus","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","numeric",""
"49583-8","Trisomy 21 risk cutoff in Fetus","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","","numeric",""
"49090-4","Fetal Trisomy 21 risk [Likelihood] Based on maternal age","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{risk}","numeric",""
"32166-1","Choriogonadotropin [Multiple of the median] adjusted in Serum or Plasma","48798-3","First trimester maternal screen panel - Serum or Plasma","lab","{M.o.M}","numeric",""
"30525-0","Age","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","a","numeric",""
"21112-8","Birth date","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","{mm/dd/yyyy}","numeric",""
"29463-7","Body weight","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","[lb_av];kg","numeric",""
"32624-9","Race","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","text",""
"18185-9","Gestational age","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","wk","numeric",""
"21299-3","Gestational age method","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","text",""
"11878-6","Number of fetuses by US","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"8665-2","Last menstrual period start date","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","{date}","numeric",""
"34970-4","Ultrasound date","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","numeric",""
"33248-6","Diabetes status [Identifier]","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","text",""
"44877-9","Insulin dependent diabetes mellitus [Presence]","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","ordinal",""
"49053-2","History of Neural tube defect Narrative","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","long_text",""
"43993-5","Age at delivery","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","a","numeric",""
"11778-8","Delivery date Estimated","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","numeric",""
"11977-6","[#] Parity","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"11996-6","[#] Pregnancies","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","{#}","numeric",""
"21484-1","Mother's race","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","text",""
"68328-4","Previous fetus defect","48800-7","Second trimester quad maternal screen panel - Serum or Plasma","lab","","ordinal",""
